label,statement,named_entities,tagged_statement
0,Scott Walker supported the same transportation bill he's attacking me for. He said at the time it would save the taxpayers money.,"[('Scott Walker', 'PERSON')]",[PERSON]Scott Walker[/PERSON] supported the same transportation bill he's attacking me for. He said at the time it would save the taxpayers money.
1,General Motors is making record profits.,"[('General Motors', 'ORG')]",[ORG]General Motors[/ORG] is making record profits.
0,American middle schools caught forcing students to do Muslim prayers 5 times a day.,"[('American', 'NORP'), ('Muslim', 'NORP'), ('5', 'CARDINAL')]",[NORP]American[/NORP] middle schools caught forcing students to do [NORP]Muslim[/NORP] prayers [CARDINAL]5[/CARDINAL] times a day.
0,"Says a WHO proposal ""portrays milk and dairy products as an obstacle to a healthy start in life.",[],"Says a WHO proposal ""portrays milk and dairy products as an obstacle to a healthy start in life."
0,"Homosexual behavior ""cuts your life by about 20 years.","[('about 20 years', 'DATE')]","Homosexual behavior ""cuts your life by [DATE]about 20 years[/DATE]."
0,Clint Eastwood Leaves His Estate To The Trump 2020 Campaign,"[('Clint Eastwood Leaves', 'PERSON')]",[PERSON]Clint Eastwood Leaves[/PERSON] His Estate To The Trump 2020 Campaign
0,"794 law enforcement officers have fallen in the line of duty since B.H. Obama took office, with no special recognition from the White House.","[('794', 'CARDINAL'), ('B.H. Obama', 'PERSON'), ('the White House', 'ORG')]","[CARDINAL]794[/CARDINAL] law enforcement officers have fallen in the line of duty since [PERSON]B.H. Obama[/PERSON] took office, with no special recognition from [ORG]the White House[/ORG]."
1,Women fill two-thirds of minimum wage jobs.,"[('two-thirds', 'CARDINAL')]",Women fill [CARDINAL]two-thirds[/CARDINAL] of minimum wage jobs.
0,"New carbon regulations will increase electric bills by ""$17 billion every year"" and ""potentially put an average of 224,000 more people out of work every year.","[('$17 billion', 'MONEY'), ('every year', 'DATE'), ('224,000', 'CARDINAL'), ('every year', 'DATE')]","New carbon regulations will increase electric bills by ""[MONEY]$17 billion[/MONEY] [DATE]every year[/DATE]"" and ""potentially put an average of [CARDINAL]224,000[/CARDINAL] more people out of work [DATE]every year[/DATE]."
1,All travelers -- even babies -- arriving in the U.S. by air must have a passport.,"[('U.S.', 'GPE')]",All travelers -- even babies -- arriving in the [GPE]U.S.[/GPE] by air must have a passport.
1,We put a lid on Iran's nuclear program without firing a single shot.,"[('Iran', 'GPE')]",We put a lid on [GPE]Iran[/GPE]'s nuclear program without firing a single shot.
1,"Current immigration ""apprehension numbers are worse than the 'crisis' Biden/Obama/Pelosi acknowledged in 2014!","[('Biden/Obama/Pelosi', 'ORG'), ('2014', 'DATE')]","Current immigration ""apprehension numbers are worse than the 'crisis' [ORG]Biden/Obama/Pelosi[/ORG] acknowledged in [DATE]2014[/DATE]!"
0,President Trump signed legislation to clean up millions of tons of trash from our oceans and lakes last week.,"[('Trump', 'PERSON'), ('millions of tons', 'QUANTITY'), ('last week', 'DATE')]",President [PERSON]Trump[/PERSON] signed legislation to clean up [QUANTITY]millions of tons[/QUANTITY] of trash from our oceans and lakes [DATE]last week[/DATE].
0,"You go to a gun show, you can buy whatever you want, and no background check.",[],"You go to a gun show, you can buy whatever you want, and no background check."
1,Texans spend $2.5 billion gambling in our neighboring states every year.,"[('Texans', 'NORP'), ('$2.5 billion', 'MONEY'), ('every year', 'DATE')]",[NORP]Texans[/NORP] spend [MONEY]$2.5 billion[/MONEY] gambling in our neighboring states [DATE]every year[/DATE].
1,"There's never been a (U.S. Supreme Court) vacancy in the last, I think, 30 years, lasting longer than 237 days.","[('U.S. Supreme Court', 'ORG'), ('30 years', 'DATE'), ('237 days', 'DATE')]","There's never been a ([ORG]U.S. Supreme Court[/ORG]) vacancy in the last, I think, [DATE]30 years[/DATE], lasting longer than [DATE]237 days[/DATE]."
0,"The man who killed a motorist who fatally struck a 2-year-old was ""back on the street"" because he had received a 13-year sentence for bank robbery but only ""served two years.","[('2-year-old', 'DATE'), ('13-year', 'DATE'), ('two years', 'DATE')]","The man who killed a motorist who fatally struck a [DATE]2-year-old[/DATE] was ""back on the street"" because he had received a [DATE]13-year[/DATE] sentence for bank robbery but only ""served [DATE]two years[/DATE]."
0,"Just like Hillary Clinton,"" Russ Feingold had a ""run-in with corruption and scandal by using a personal slush fund -- a.k.a. the Feingold Foundation --  while plotting another run for U.S. Senate.","[('Hillary Clinton', 'PERSON'), ('Russ Feingold', 'PERSON'), ('the Feingold Foundation', 'ORG'), ('U.S. Senate', 'ORG')]","Just like [PERSON]Hillary Clinton[/PERSON],"" [PERSON]Russ Feingold[/PERSON] had a ""run-in with corruption and scandal by using a personal slush fund -- a.k.a. [ORG]the Feingold Foundation[/ORG] --  while plotting another run for [ORG]U.S. Senate[/ORG]."
0,"School children can earn higher grades by studying Islam under a new ""nationwide Muslim outreach program"" announced by President Barack Obama.","[('Islam', 'ORG'), ('Muslim', 'NORP'), ('Barack Obama', 'PERSON')]","School children can earn higher grades by studying [ORG]Islam[/ORG] under a new ""nationwide [NORP]Muslim[/NORP] outreach program"" announced by President [PERSON]Barack Obama[/PERSON]."
1,"Says President Barack Obama has launched ""twice as many strikes (on) countries that are predominantly Muslim"" than President George W. Bush.","[('Barack Obama', 'PERSON'), ('Muslim', 'NORP'), ('George W. Bush', 'PERSON')]","Says President [PERSON]Barack Obama[/PERSON] has launched ""twice as many strikes (on) countries that are predominantly [NORP]Muslim[/NORP]"" than President [PERSON]George W. Bush[/PERSON]."
1,"In Texas, ""the No. 1 name for new male babies — many of whom will vote one day — is Jose.","[('Texas', 'GPE'), ('1', 'CARDINAL'), ('one day', 'DATE'), ('Jose', 'PERSON')]","In [GPE]Texas[/GPE], ""the No. [CARDINAL]1[/CARDINAL] name for new male babies — many of whom will vote [DATE]one day[/DATE] — is [PERSON]Jose[/PERSON]."
1,Wisconsin lost over 600 farms last year & our farmers can't afford the #TrumpShutdown.,"[('Wisconsin', 'GPE'), ('600', 'CARDINAL'), ('last year &', 'DATE'), ('TrumpShutdown', 'PERSON')]",[GPE]Wisconsin[/GPE] lost over [CARDINAL]600[/CARDINAL] farms [DATE]last year &[/DATE] our farmers can't afford the #[PERSON]TrumpShutdown[/PERSON].
0,"Inner-city students ""fall back and don't succeed, whereas if there was a less intensive track, they would.",[],"Inner-city students ""fall back and don't succeed, whereas if there was a less intensive track, they would."
0,California To Register Illegal Aliens To Vote – Automatically.,"[('California', 'GPE')]",[GPE]California[/GPE] To Register Illegal Aliens To Vote – Automatically.
0,"Joe Biden intentionally ""let it fall apart"" in Afghanistan because he ""wants a couple hundred thousand more Ilhan Omars to come into America to change the body politic permanently.","[('Joe Biden', 'PERSON'), ('Afghanistan', 'GPE'), ('a couple hundred thousand', 'CARDINAL'), ('Ilhan Omars', 'ORG'), ('America', 'GPE')]","[PERSON]Joe Biden[/PERSON] intentionally ""let it fall apart"" in [GPE]Afghanistan[/GPE] because he ""wants [CARDINAL]a couple hundred thousand[/CARDINAL] more [ORG]Ilhan Omars[/ORG] to come into [GPE]America[/GPE] to change the body politic permanently."
1,Chesterfield has eliminated more positions from its general government operations than the Commonwealth has from the entire state government since (fiscal) 2009.,"[('Chesterfield', 'GPE'), ('Commonwealth', 'ORG'), ('(fiscal) 2009', 'DATE')]",[GPE]Chesterfield[/GPE] has eliminated more positions from its general government operations than the [ORG]Commonwealth[/ORG] has from the entire state government since [DATE](fiscal) 2009[/DATE].
1,Legislation being considered in Texas would strip the salaries and pensions of clerks who issue marriage licenses to same-sex couples — even if the Supreme Court strikes down Texas' marriage ban later this year.,"[('Texas', 'GPE'), ('the Supreme Court', 'ORG'), ('Texas', 'GPE'), ('later this year', 'DATE')]",Legislation being considered in [GPE]Texas[/GPE] would strip the salaries and pensions of clerks who issue marriage licenses to same-sex couples — even if [ORG]the Supreme Court[/ORG] strikes down [GPE]Texas[/GPE]' marriage ban [DATE]later this year[/DATE].
1,All but one of the 50 states already have some form of a balanced budget amendment in their state constitutions.,"[('one', 'CARDINAL'), ('50', 'CARDINAL')]",All but [CARDINAL]one[/CARDINAL] of the [CARDINAL]50[/CARDINAL] states already have some form of a balanced budget amendment in their state constitutions.
1,"Instead of fighting ISIS, (the Saudis) have focused more on a campaign to oust Iran-backed Houthi rebels in Yemen.","[('ISIS', 'ORG'), ('Saudis', 'NORP'), ('Iran', 'GPE'), ('Houthi', 'ORG'), ('Yemen', 'GPE')]","Instead of fighting [ORG]ISIS[/ORG], (the [NORP]Saudis[/NORP]) have focused more on a campaign to oust [GPE]Iran[/GPE]-backed [ORG]Houthi[/ORG] rebels in [GPE]Yemen[/GPE]."
0,"Says ""Jacky Rosen has refused to tell us whether she supports Bernie Sanders or Hillary Clinton.","[('Jacky Rosen', 'PERSON'), ('Bernie Sanders', 'PERSON'), ('Hillary Clinton', 'PERSON')]","Says ""[PERSON]Jacky Rosen[/PERSON] has refused to tell us whether she supports [PERSON]Bernie Sanders[/PERSON] or [PERSON]Hillary Clinton[/PERSON]."
0,Map proves the Pennsylvania Senate election was rigged.,[],Map proves the Pennsylvania Senate election was rigged.
0,"An ongoing audit of the 2020 presidential election in Arizona ""showed Trump ahead by 250,000"" votes, and ""nearly 950,000 ballots are declared illegal, nearly all for Biden.","[('2020', 'DATE'), ('Arizona', 'GPE'), ('Trump', 'PERSON'), ('250,000', 'CARDINAL'), ('nearly 950,000', 'CARDINAL'), ('Biden', 'PERSON')]","An ongoing audit of the [DATE]2020[/DATE] presidential election in [GPE]Arizona[/GPE] ""showed [PERSON]Trump[/PERSON] ahead by [CARDINAL]250,000[/CARDINAL]"" votes, and ""[CARDINAL]nearly 950,000[/CARDINAL] ballots are declared illegal, nearly all for [PERSON]Biden[/PERSON]."
0,The only candidate pocketing big money from people who want to destroy coal is Mitch McConnell.,"[('Mitch McConnell', 'PERSON')]",The only candidate pocketing big money from people who want to destroy coal is [PERSON]Mitch McConnell[/PERSON].
0,The Brooklyn subway attack was a false flag.,"[('Brooklyn', 'GPE')]",The [GPE]Brooklyn[/GPE] subway attack was a false flag.
0,"Says direct shipment of wine ""makes underage drinking as simple as a mouse click.",[],"Says direct shipment of wine ""makes underage drinking as simple as a mouse click."
0,"Ted Strickland stands in lockstep with Hillary Clinton and the abortion lobby in their desire to force Americans to pay for abortion on demand, up until the moment of birth, with their taxpayer dollars.","[('Ted Strickland', 'PERSON'), ('Hillary Clinton', 'PERSON'), ('Americans', 'NORP')]","[PERSON]Ted Strickland[/PERSON] stands in lockstep with [PERSON]Hillary Clinton[/PERSON] and the abortion lobby in their desire to force [NORP]Americans[/NORP] to pay for abortion on demand, up until the moment of birth, with their taxpayer dollars."
1,Connecticut's take on slot machines is 25 cents on the dollar. And the state's take on table games:  zero.,"[('Connecticut', 'GPE'), ('25 cents', 'MONEY'), ('zero', 'CARDINAL')]",[GPE]Connecticut[/GPE]'s take on slot machines is [MONEY]25 cents[/MONEY] on the dollar. And the state's take on table games:  [CARDINAL]zero[/CARDINAL].
1,Governor Scott Cut Taxes 40 Times For Florida Families,"[('Scott Cut', 'PERSON'), ('40', 'CARDINAL'), ('Times', 'ORG'), ('Florida Families', 'ORG')]",Governor [PERSON]Scott Cut[/PERSON] Taxes [CARDINAL]40[/CARDINAL] [ORG]Times[/ORG] For [ORG]Florida Families[/ORG]
0,"The ""working tax cut"" created ""over 40,000 new jobs in just the last four years.","[('over 40,000', 'CARDINAL'), ('the last four years', 'DATE')]","The ""working tax cut"" created ""[CARDINAL]over 40,000[/CARDINAL] new jobs in just [DATE]the last four years[/DATE]."
1,(McCain) said he was opposed to overturning Roe v. Wade. Now he's for overturning Roe v. Wade.,"[('McCain', 'PERSON'), ('Roe v. Wade', 'LAW'), ('Roe v. Wade', 'LAW')]",([PERSON]McCain[/PERSON]) said he was opposed to overturning [LAW]Roe v. Wade[/LAW]. Now he's for overturning [LAW]Roe v. Wade[/LAW].
1,Six people in Florida die as a result of (not expanding Medicaid) every day.,"[('Six', 'CARDINAL'), ('Florida', 'GPE'), ('Medicaid', 'ORG'), ('every day', 'DATE')]",[CARDINAL]Six[/CARDINAL] people in [GPE]Florida[/GPE] die as a result of (not expanding [ORG]Medicaid[/ORG]) [DATE]every day[/DATE].
1,"If President Barack Obama strikes a nuclear deal with Iran, ""the next president could revoke such an executive agreement with the stroke of a pen and future Congresses could modify the terms of the agreement at any time.","[('Barack Obama', 'PERSON'), ('Iran', 'GPE'), ('Congresses', 'ORG')]","If President [PERSON]Barack Obama[/PERSON] strikes a nuclear deal with [GPE]Iran[/GPE], ""the next president could revoke such an executive agreement with the stroke of a pen and future [ORG]Congresses[/ORG] could modify the terms of the agreement at any time."
0,"Says President Barack Obama got ""a pass"" over controversal remarks by Rev. Jeremiah Wright, while a 12-year-old speech by House Majority Whip Steve Scalise has blown up into a national story.","[('Barack Obama', 'PERSON'), ('Jeremiah Wright', 'PERSON'), ('12-year-old', 'DATE'), ('House', 'ORG'), ('Steve Scalise', 'PERSON')]","Says President [PERSON]Barack Obama[/PERSON] got ""a pass"" over controversal remarks by Rev. [PERSON]Jeremiah Wright[/PERSON], while a [DATE]12-year-old[/DATE] speech by [ORG]House[/ORG] Majority Whip [PERSON]Steve Scalise[/PERSON] has blown up into a national story."
0,Video shows Russian President Vladimir Putin meeting with South Korea's president.,"[('Russian', 'NORP'), ('Vladimir Putin', 'PERSON'), (""South Korea's"", 'GPE')]",Video shows [NORP]Russian[/NORP] President [PERSON]Vladimir Putin[/PERSON] meeting with [GPE]South Korea's[/GPE] president.
1,We in Indiana have . . . the highest credit rating in the nation.,"[('Indiana', 'GPE')]",We in [GPE]Indiana[/GPE] have . . . the highest credit rating in the nation.
0,"The IRS is about to double in size, with 87,000 new armed agents and an additional $80 billion in order to primarily enhance IRS enforcement and operations.","[('IRS', 'ORG'), ('87,000', 'CARDINAL'), ('an additional $80 billion', 'MONEY'), ('IRS', 'ORG')]","The [ORG]IRS[/ORG] is about to double in size, with [CARDINAL]87,000[/CARDINAL] new armed agents and [MONEY]an additional $80 billion[/MONEY] in order to primarily enhance [ORG]IRS[/ORG] enforcement and operations."
1,"More people are struck by lightning than commit in-person voter fraud"" by impersonation.",[],"More people are struck by lightning than commit in-person voter fraud"" by impersonation."
0,Obama released 10 Russian agents from U.S. custody in 2010 during Hillary's uranium deal.,"[('Obama', 'PERSON'), ('10', 'CARDINAL'), ('Russian', 'NORP'), ('U.S.', 'GPE'), ('2010', 'DATE'), ('Hillary', 'PERSON')]",[PERSON]Obama[/PERSON] released [CARDINAL]10[/CARDINAL] [NORP]Russian[/NORP] agents from [GPE]U.S.[/GPE] custody in [DATE]2010[/DATE] during [PERSON]Hillary[/PERSON]'s uranium deal.
0,A Kansas City tourism sign had a terrible typo.,"[('Kansas City', 'GPE')]",A [GPE]Kansas City[/GPE] tourism sign had a terrible typo.
0,"Obama-Led U.N. Has Just Made It Official, U.S. To Immediately Pay Blacks 'Reparations'.","[('Obama-Led U.N.', 'ORG'), ('U.S.', 'GPE')]","[ORG]Obama-Led U.N.[/ORG] Has Just Made It Official, [GPE]U.S.[/GPE] To Immediately Pay Blacks 'Reparations'."
0,"Says the Obama administration ""sold perhaps the best located and finest embassy in London ... only to build a new one in an off location for 1.2 billion dollars.","[('Obama', 'PERSON'), ('London', 'GPE'), ('1.2 billion dollars', 'MONEY')]","Says the [PERSON]Obama[/PERSON] administration ""sold perhaps the best located and finest embassy in [GPE]London[/GPE] ... only to build a new one in an off location for [MONEY]1.2 billion dollars[/MONEY]."
0,"According to (Barack) Obama's newest unconstitutionally enacted law, health care professionals are now required to violate HIPAA privacy laws and submit medical data to the government,"" which is ""then used as justification for gun confiscation.","[('Obama', 'PERSON'), ('HIPAA', 'ORG')]","According to (Barack) [PERSON]Obama[/PERSON]'s newest unconstitutionally enacted law, health care professionals are now required to violate [ORG]HIPAA[/ORG] privacy laws and submit medical data to the government,"" which is ""then used as justification for gun confiscation."
1,Says the Beaumont school district's superintendent is the highest-paid in the state.,"[('Beaumont', 'GPE')]",Says the [GPE]Beaumont[/GPE] school district's superintendent is the highest-paid in the state.
0,"Says that ""perpetrators of domestic violence accounted for 54% of mass shootings between 2009 and 2016, according to the advocacy group Everytown for Gun Safety.","[('54%', 'PERCENT'), ('between 2009 and 2016', 'DATE'), ('Everytown', 'GPE')]","Says that ""perpetrators of domestic violence accounted for [PERCENT]54%[/PERCENT] of mass shootings [DATE]between 2009 and 2016[/DATE], according to the advocacy group [GPE]Everytown[/GPE] for Gun Safety."
0,Michelle Obama earned a doctorate after leaving the White House.,"[('Michelle Obama', 'PERSON'), ('the White House', 'ORG')]",[PERSON]Michelle Obama[/PERSON] earned a doctorate after leaving [ORG]the White House[/ORG].
0,"I pay $165 a month on my student loans for the next 13 years to pay them off. With Bernie Sanders' plan, my student loans will be forgiven. I'll only have to pay $450 extra in taxes a month for the next 25 years to make sure I'll have no more student debt.","[('165', 'MONEY'), ('the next 13 years', 'DATE'), (""Bernie Sanders'"", 'PERSON'), ('450', 'MONEY'), ('the next 25 years', 'DATE')]","I pay $[MONEY]165[/MONEY] a month on my student loans for [DATE]the next 13 years[/DATE] to pay them off. With [PERSON]Bernie Sanders'[/PERSON] plan, my student loans will be forgiven. I'll only have to pay $[MONEY]450[/MONEY] extra in taxes a month for [DATE]the next 25 years[/DATE] to make sure I'll have no more student debt."
1,"Said he's the only Republican candidate ""who's actually turned around a government economy.","[('Said', 'PERSON'), ('Republican', 'NORP')]","[PERSON]Said[/PERSON] he's the only [NORP]Republican[/NORP] candidate ""who's actually turned around a government economy."
1,The bill that I carried cutting MO's income tax for 1st time in over 100 years will start its 1st phase in jan 1 2018. #moleg @Eric_Schmitt,"[('MO', 'GPE'), ('1st', 'ORDINAL'), ('over 100 years', 'DATE'), ('1st', 'ORDINAL'), ('jan 1 2018', 'DATE')]",The bill that I carried cutting [GPE]MO[/GPE]'s income tax for [ORDINAL]1st[/ORDINAL] time in [DATE]over 100 years[/DATE] will start its [ORDINAL]1st[/ORDINAL] phase in [DATE]jan 1 2018[/DATE]. #moleg @Eric_Schmitt
1,"Says in the last six months of the Bush administration, the U.S. lost 3.5 million jobs, including 760,000 jobs during January 2009 alone.","[('the last six months', 'DATE'), ('Bush', 'PERSON'), ('U.S.', 'GPE'), ('3.5 million', 'CARDINAL'), ('760,000', 'CARDINAL'), ('January 2009', 'DATE')]","Says in [DATE]the last six months[/DATE] of the [PERSON]Bush[/PERSON] administration, the [GPE]U.S.[/GPE] lost [CARDINAL]3.5 million[/CARDINAL] jobs, including [CARDINAL]760,000[/CARDINAL] jobs during [DATE]January 2009[/DATE] alone."
0,"People are being diagnosed with delta variant"" even though ""there is no delta variant test.",[],"People are being diagnosed with delta variant"" even though ""there is no delta variant test."
1,Measles is one of the most common causes of child blindness worldwide.,[],Measles is one of the most common causes of child blindness worldwide.
0,"Many of the people in DACA, no longer very young, are far from 'angels.' Some are very tough, hardened criminals.",[],"Many of the people in DACA, no longer very young, are far from 'angels.' Some are very tough, hardened criminals."
0,"The train that derailed in Ohio was carrying ""over 300,000 gallons of a chemical that was banned in 1974.","[('Ohio', 'GPE'), ('over 300,000 gallons', 'QUANTITY'), ('1974', 'DATE')]","The train that derailed in [GPE]Ohio[/GPE] was carrying ""[QUANTITY]over 300,000 gallons[/QUANTITY] of a chemical that was banned in [DATE]1974[/DATE]."
0,Says most Texas schools spend 45 out of 180 school days in mandated testing.,"[('Texas', 'GPE'), ('45', 'CARDINAL'), ('180 school days', 'DATE')]",Says most [GPE]Texas[/GPE] schools spend [CARDINAL]45[/CARDINAL] out of [DATE]180 school days[/DATE] in mandated testing.
1,"Of the four statewide races this century within a 300-vote margin, three have been overturned in a recount.","[('four', 'CARDINAL'), ('this century', 'DATE'), ('300', 'CARDINAL'), ('three', 'CARDINAL')]","Of the [CARDINAL]four[/CARDINAL] statewide races [DATE]this century[/DATE] within a [CARDINAL]300[/CARDINAL]-vote margin, [CARDINAL]three[/CARDINAL] have been overturned in a recount."
0,"Two million federal workers negotiate zippo, zero. There is no collective bargaining for federal employees.","[('Two million', 'CARDINAL'), ('zero', 'CARDINAL')]","[CARDINAL]Two million[/CARDINAL] federal workers negotiate zippo, [CARDINAL]zero[/CARDINAL]. There is no collective bargaining for federal employees."
1,Officials at Hyperloop One have referred to the route as one of the best they've ever seen.,[],Officials at Hyperloop One have referred to the route as one of the best they've ever seen.
0,No president in history has imposed larger personal lifestyle costs on the taxpayer than Donald Trump.,"[('Donald Trump', 'PERSON')]",No president in history has imposed larger personal lifestyle costs on the taxpayer than [PERSON]Donald Trump[/PERSON].
1,"Says Donald Trump's claim that ""there was insufficient evidence and therefore, in our country, a person is innocent"" directly contradicts Special Counsel Robert Mueller's statement.","[(""Donald Trump's"", 'PERSON'), (""Robert Mueller's"", 'PERSON')]","Says [PERSON]Donald Trump's[/PERSON] claim that ""there was insufficient evidence and therefore, in our country, a person is innocent"" directly contradicts Special Counsel [PERSON]Robert Mueller's[/PERSON] statement."
0,"American oil is … more affordable"" than foreign oil.","[('American', 'NORP')]","[NORP]American[/NORP] oil is … more affordable"" than foreign oil."
0,A photograph shows Joe Biden kissing a woman behind Lindsey Graham.,"[('Joe Biden', 'PERSON'), ('Lindsey Graham', 'PERSON')]",A photograph shows [PERSON]Joe Biden[/PERSON] kissing a woman behind [PERSON]Lindsey Graham[/PERSON].
1,"Over the past twenty years, the number of homicides committed with a firearm in the United States has decreased by nearly 40 percent. The number of other crimes involving the use of a firearm has also plummeted, declining by nearly 70 percent.","[('the past twenty years', 'DATE'), ('the United States', 'GPE'), ('nearly 40 percent', 'PERCENT'), ('nearly 70 percent', 'PERCENT')]","Over [DATE]the past twenty years[/DATE], the number of homicides committed with a firearm in [GPE]the United States[/GPE] has decreased by [PERCENT]nearly 40 percent[/PERCENT]. The number of other crimes involving the use of a firearm has also plummeted, declining by [PERCENT]nearly 70 percent[/PERCENT]."
0,Says Nostradamus predicted the coronavirus in a 1551 passage about a plague spreading from the east.,"[('Nostradamus', 'PERSON'), ('1551', 'DATE')]",Says [PERSON]Nostradamus[/PERSON] predicted the coronavirus in a [DATE]1551[/DATE] passage about a plague spreading from the east.
1,"Wisconsin's state budget is almost twice as large per person as the state budget of Texas, and even after billions in tax cuts, Wisconsin's working families and businesses remain subject to a heavy tax burden.","[('Wisconsin', 'GPE'), ('Texas', 'GPE'), ('billions', 'CARDINAL'), ('Wisconsin', 'GPE')]","[GPE]Wisconsin[/GPE]'s state budget is almost twice as large per person as the state budget of [GPE]Texas[/GPE], and even after [CARDINAL]billions[/CARDINAL] in tax cuts, [GPE]Wisconsin[/GPE]'s working families and businesses remain subject to a heavy tax burden."
0,NPR posted a story about the Capitol breach before it happened.,"[('NPR', 'ORG'), ('Capitol', 'ORG')]",[ORG]NPR[/ORG] posted a story about the [ORG]Capitol[/ORG] breach before it happened.
0,"Travis County residents ""trusted me to take on Tom DeLay — and we won.","[('Travis County', 'GPE'), ('Tom DeLay', 'PERSON')]","[GPE]Travis County[/GPE] residents ""trusted me to take on [PERSON]Tom DeLay[/PERSON] — and we won."
1,"You've got each day 10,000 new seniors, baby boomers, becoming eligible for the entitlement programs.","[('day 10,000', 'DATE')]","You've got each [DATE]day 10,000[/DATE] new seniors, baby boomers, becoming eligible for the entitlement programs."
0,"On three occasions, judges had to stop Jason Kander from manipulating elections.","[('three', 'CARDINAL'), ('Jason Kander', 'PERSON')]","On [CARDINAL]three[/CARDINAL] occasions, judges had to stop [PERSON]Jason Kander[/PERSON] from manipulating elections."
0,Rep. Robert Hurt voted again today to end Medicare and raise health care costs for Virginia seniors.,"[('Robert Hurt', 'PERSON'), ('today', 'DATE'), ('Medicare', 'ORG'), ('Virginia', 'GPE')]",Rep. [PERSON]Robert Hurt[/PERSON] voted again [DATE]today[/DATE] to end [ORG]Medicare[/ORG] and raise health care costs for [GPE]Virginia[/GPE] seniors.
0,"Dr. Birx ""changes tune on"" COVID-19 vaccines and ""admits vaccines don't work.","[('Birx', 'PERSON')]","Dr. [PERSON]Birx[/PERSON] ""changes tune on"" COVID-19 vaccines and ""admits vaccines don't work."
0,"Female students at UVA ""have a 20 percent chance of being sexually assaulted.","[('UVA', 'ORG'), ('20 percent', 'PERCENT')]","Female students at [ORG]UVA[/ORG] ""have a [PERCENT]20 percent[/PERCENT] chance of being sexually assaulted."
0,"Texas Attorney General Ken Paxton was ""caught on tape saying he discarded 2.5 million mail-in ballots in Texas.","[('Texas', 'GPE'), ('Ken Paxton', 'PERSON'), ('2.5 million', 'CARDINAL'), ('Texas', 'GPE')]","[GPE]Texas[/GPE] Attorney General [PERSON]Ken Paxton[/PERSON] was ""caught on tape saying he discarded [CARDINAL]2.5 million[/CARDINAL] mail-in ballots in [GPE]Texas[/GPE]."
0,"Between 1990 and 2013, the maternal mortality rate for women in the U.S. has increased by 136%.","[('Between 1990 and 2013', 'DATE'), ('U.S.', 'GPE'), ('136%', 'PERCENT')]","[DATE]Between 1990 and 2013[/DATE], the maternal mortality rate for women in the [GPE]U.S.[/GPE] has increased by [PERCENT]136%[/PERCENT]."
0,Says a photo shows Barack Obama holding a Michelle Obama 2020 t-shirt.,"[('Barack Obama', 'PERSON'), ('Michelle Obama 2020', 'PERSON')]",Says a photo shows [PERSON]Barack Obama[/PERSON] holding a [PERSON]Michelle Obama 2020[/PERSON] t-shirt.
0,Virginia Democrats Push Legislation to Make Criticism of Government Officials a Criminal Offense.,"[('Virginia', 'GPE')]",[GPE]Virginia[/GPE] Democrats Push Legislation to Make Criticism of Government Officials a Criminal Offense.
0,Cannibals arrested in Florida claim eating human flesh cures diabetes and depression,"[('Florida', 'GPE')]",Cannibals arrested in [GPE]Florida[/GPE] claim eating human flesh cures diabetes and depression
0,Jay-Z and Beyonce Attempt to Buy Rights to Confederate Flag to Prevent Further Use.,"[('Jay-Z', 'ORG')]",[ORG]Jay-Z[/ORG] and Beyonce Attempt to Buy Rights to Confederate Flag to Prevent Further Use.
0,Queen Elizabeth died because of the COVID-19 vaccine.,"[('Elizabeth', 'PERSON'), ('COVID-19', 'ORG')]",Queen [PERSON]Elizabeth[/PERSON] died because of the [ORG]COVID-19[/ORG] vaccine.
0,We essentially repealed Obamacare because we got rid of the individual mandate ... and that was a primary source of funding of Obamacare.,"[('Obamacare', 'ORG')]",We essentially repealed Obamacare because we got rid of the individual mandate ... and that was a primary source of funding of [ORG]Obamacare[/ORG].
0,"Bill Nelson's vote for the Affordable Care Act ""cuts $500 billion from Medicare to pay for new government programs.","[(""Bill Nelson's"", 'PERSON'), ('the Affordable Care Act', 'LAW'), ('$500 billion', 'MONEY'), ('Medicare', 'ORG')]","[PERSON]Bill Nelson's[/PERSON] vote for [LAW]the Affordable Care Act[/LAW] ""cuts [MONEY]$500 billion[/MONEY] from [ORG]Medicare[/ORG] to pay for new government programs."
1,"The nation reported adding 194,000 jobs in September, and Florida accounted for 84,500.","[('194,000', 'CARDINAL'), ('September', 'DATE'), ('Florida', 'GPE'), ('84,500', 'CARDINAL')]","The nation reported adding [CARDINAL]194,000[/CARDINAL] jobs in [DATE]September[/DATE], and [GPE]Florida[/GPE] accounted for [CARDINAL]84,500[/CARDINAL]."
1,The black unemployment rate (has) increased since the recovery has begun.,[],The black unemployment rate (has) increased since the recovery has begun.
0,DJ Mighty Mouse died because of a COVID-19 booster vaccine.,"[('Mighty Mouse', 'PERSON'), ('COVID-19', 'ORG')]",DJ [PERSON]Mighty Mouse[/PERSON] died because of a [ORG]COVID-19[/ORG] booster vaccine.
